wellbeing,log_income,income,income_above_100
70.848,10.46,35000,0
29.229,9.62,15000,0
47.489,10.71,45000,0
68.485,10.71,45000,0
64.859,12.07,175000,1
83.02,11.83,137500,1
58.793,10.71,45000,0
73.984,11.83,137500,1
55.453,11.83,137500,1
53.401,11.83,137500,1
77.196,11.46,95000,0
66.54,11.63,112500,1
83.35,11.83,137500,1
75.577,10.92,55000,0
59.495,11.46,95000,0
63.599,10.92,55000,0
74.709,11.46,95000,0
62.455,11.08,65000,0
65.952,10.92,55000,0
62.115,11.23,75000,0
88.436,10.71,45000,0
51.073,11.83,137500,1
76.469,12.9,4.00E+05,1
75.828,12.9,4.00E+05,1
63.909,11.23,75000,0
74.256,11.08,65000,0
67.284,11.83,137500,1
41.977,12.07,175000,1
63.517,11.08,65000,0
50.114,10.13,25000,0
84.258,10.13,25000,0
67.829,10.92,55000,0
54.342,11.83,137500,1
85.322,11.63,112500,1
69.73,12.07,175000,1
60.875,10.13,25000,0
69,10.46,35000,0
66.894,11.35,85000,0
49.546,11.23,75000,0
54.216,11.63,112500,1
67.108,11.23,75000,0
54.216,11.46,95000,0
58.914,11.46,95000,0
58.131,10.92,55000,0
70,10.71,45000,0
55.658,10.92,55000,0
78.008,12.07,175000,1
67.108,11.08,65000,0
69.656,11.63,112500,1
71.559,11.46,95000,0
58.51,10.92,55000,0
68.078,11.23,75000,0
81.703,9.62,15000,0
46.54,11.46,95000,0
61.175,12.43,250000,1
60.938,10.71,45000,0
78.008,11.83,137500,1
59.472,12.07,175000,1
51.129,11.08,65000,0
92.326,10.71,45000,0
52.776,11.35,85000,0
75.086,10.71,45000,0
64.828,11.63,112500,1
62.62,11.63,112500,1
61.413,11.63,112500,1
68.825,11.63,112500,1
49.546,11.63,112500,1
69.656,11.63,112500,1
53.352,11.63,112500,1
41.463,10.92,55000,0
58.914,10.92,55000,0
79.438,10.13,25000,0
59.244,11.63,112500,1
49.052,9.62,15000,0
70.059,10.92,55000,0
54.847,12.07,175000,1
65.952,11.35,85000,0
55.453,11.63,112500,1
66,11.08,65000,0
64.952,10.13,25000,0
94.486,10.71,45000,0
77,11.63,112500,1
74.256,12.43,250000,1
78.128,11.08,65000,0
76.893,11.23,75000,0
60.689,11.63,112500,1
52.364,10.46,35000,0
23.613,11.83,137500,1
69,10.92,55000,0
63.655,11.83,137500,1
45.586,11.83,137500,1
47.351,10.71,45000,0
62.09,11.23,75000,0
83.135,10.92,55000,0
73.783,11.35,85000,0
50.838,10.46,35000,0
30.101,11.23,75000,0
71.64,10.71,45000,0
53.848,11.63,112500,1
66.857,10.92,55000,0
25.042,11.83,137500,1
78.462,10.13,25000,0
87.651,12.07,175000,1
67.313,12.9,4.00E+05,1
54.127,10.71,45000,0
63,10.92,55000,0
74.091,10.71,45000,0
62.481,11.83,137500,1
88.21,11.83,137500,1
72.157,9.62,15000,0
73.692,11.63,112500,1
54.17,12.07,175000,1
70.976,12.43,250000,1
56.324,10.92,55000,0
70.139,11.08,65000,0
52.597,11.08,65000,0
70.218,10.13,25000,0
73.589,11.23,75000,0
65.468,11.35,85000,0
60.972,12.07,175000,1
66.606,11.08,65000,0
71.113,10.71,45000,0
55.145,10.71,45000,0
49.669,12.07,175000,1
58.578,11.63,112500,1
56.386,12.43,250000,1
73.141,11.35,85000,0
53.309,10.92,55000,0
56.797,12.07,175000,1
62.421,12.43,250000,1
77.378,10.71,45000,0
55.069,11.83,137500,1
76.575,12.9,4.00E+05,1
62,10.71,45000,0
81.275,11.63,112500,1
100,12.07,175000,1
53.401,10.13,25000,0
70.014,11.63,112500,1
73.642,11.63,112500,1
65.189,9.62,15000,0
28.17,11.35,85000,0
47.849,10.13,25000,0
45.586,10.71,45000,0
66.54,12.9,4.00E+05,1
61.923,9.62,15000,0
62.949,12.43,250000,1
59.533,12.07,175000,1
35.941,11.08,65000,0
51.793,9.62,15000,0
76.044,10.92,55000,0
68.585,11.08,65000,0
70.642,10.92,55000,0
88.003,10.46,35000,0
59.875,12.9,4.00E+05,1
54.014,9.62,15000,0
69.257,9.62,15000,0
45.355,12.07,175000,1
92.326,12.9,4.00E+05,1
68.172,11.35,85000,0
65.952,11.46,95000,0
65.703,10.13,25000,0
64.4,11.83,137500,1
74.204,10.92,55000,0
67.342,11.46,95000,0
68.762,9.62,15000,0
57.004,12.07,175000,1
50,10.13,25000,0
63,10.92,55000,0
58.944,11.63,112500,1
50.475,11.35,85000,0
68.516,9.62,15000,0
46.44,11.35,85000,0
83.976,11.63,112500,1
56.447,10.46,35000,0
65.023,11.46,95000,0
73,12.43,250000,1
57.217,11.63,112500,1
81.8,10.46,35000,0
66.409,12.43,250000,1
57.217,12.07,175000,1
68.797,11.83,137500,1
53.21,10.92,55000,0
55.658,11.83,137500,1
61.029,13.35,625000,1
50,10.71,45000,0
79.905,12.07,175000,1
47.351,10.13,25000,0
54.801,10.13,25000,0
57.485,10.92,55000,0
80.073,12.07,175000,1
78.255,10.13,25000,0
80.58,11.23,75000,0
79.973,11.63,112500,1
54.992,11.23,75000,0
52.882,11.83,137500,1
86.554,10.46,35000,0
55.733,9.62,15000,0
74.52,11.46,95000,0
53.443,10.13,25000,0
60.875,12.43,250000,1
54.763,11.35,85000,0
77.051,11.35,85000,0
56.573,11.08,65000,0
33.709,11.63,112500,1
68.367,12.07,175000,1
72.598,10.92,55000,0
49.409,11.35,85000,0
56.073,10.92,55000,0
63.336,11.83,137500,1
52.364,11.23,75000,0
79.16,12.43,250000,1
78.534,9.62,15000,0
50.305,9.62,15000,0
75.305,10.46,35000,0
55.805,12.07,175000,1
52.499,11.23,75000,0
55.391,12.9,4.00E+05,1
88.957,10.92,55000,0
55.658,11.23,75000,0
59.355,11.83,137500,1
88.003,11.63,112500,1
74.576,10.92,55000,0
61.833,10.71,45000,0
49.729,11.08,65000,0
64.006,9.62,15000,0
47.656,9.62,15000,0
57.647,12.07,175000,1
64.926,10.46,35000,0
55.733,12.07,175000,1
70.417,11.63,112500,1
64.713,11.63,112500,1
62.2,11.35,85000,0
68.552,10.92,55000,0
57.647,10.92,55000,0
61.175,10.92,55000,0
91.122,11.08,65000,0
52.882,12.43,250000,1
83.257,11.08,65000,0
76.575,11.83,137500,1
68.227,11.83,137500,1
43.456,11.83,137500,1
71.456,11.83,137500,1
61.287,11.63,112500,1
59.685,10.46,35000,0
65.838,10.46,35000,0
58.545,10.13,25000,0
64.4,13.35,625000,1
71.747,11.63,112500,1
73.187,11.63,112500,1
66.929,11.08,65000,0
68.115,9.62,15000,0
52.364,12.9,4.00E+05,1
40.435,12.9,4.00E+05,1
53.555,11.63,112500,1
54.763,11.63,112500,1
55.025,10.92,55000,0
49.729,11.63,112500,1
47.558,12.9,4.00E+05,1
91.514,11.35,85000,0
74.479,11.83,137500,1
75.518,11.83,137500,1
52.106,11.23,75000,0
81.703,11.08,65000,0
66.158,11.46,95000,0
63.655,10.46,35000,0
71.274,11.83,137500,1
65.703,10.46,35000,0
47,12.07,175000,1
68.227,10.92,55000,0
86.219,11.63,112500,1
77,11.83,137500,1
73.589,11.63,112500,1
63,11.35,85000,0
75.25,12.9,4.00E+05,1
59.846,12.9,4.00E+05,1
66.811,10.71,45000,0
53.513,10.46,35000,0
53.352,11.46,95000,0
74.256,10.92,55000,0
77.618,10.92,55000,0
50,9.62,15000,0
77.761,12.07,175000,1
68.732,12.43,250000,1
73.642,11.63,112500,1
54.571,11.23,75000,0
39.945,11.63,112500,1
56.674,12.43,250000,1
76.044,10.71,45000,0
62.059,11.08,65000,0
70.848,11.35,85000,0
66.639,11.46,95000,0
71.973,11.83,137500,1
46.967,11.83,137500,1
66.349,10.71,45000,0
66.606,11.46,95000,0
53.094,11.35,85000,0
53.637,11.63,112500,1
52.414,12.9,4.00E+05,1
84.559,11.23,75000,0
56.647,10.46,35000,0
70.642,11.83,137500,1
55.906,11.63,112500,1
78.615,11.23,75000,0
74.091,11.63,112500,1
51.364,11.63,112500,1
57.004,12.43,250000,1
60.781,11.08,65000,0
59.589,11.23,75000,0
60.938,11.63,112500,1
69.586,11.46,95000,0
57.707,11.35,85000,0
50.838,11.83,137500,1
75.026,12.07,175000,1
58.343,11.35,85000,0
68.331,11.35,85000,0
64.242,12.43,250000,1
63.545,10.71,45000,0
69.509,10.71,45000,0
81.275,11.23,75000,0
77.323,11.35,85000,0
53.256,10.71,45000,0
67.89,11.08,65000,0
81.275,10.92,55000,0
60.001,11.35,85000,0
66.288,9.62,15000,0
41.745,10.71,45000,0
37.984,11.08,65000,0
81.006,11.63,112500,1
64.453,10.71,45000,0
62.555,11.08,65000,0
53.848,11.23,75000,0
75.828,9.62,15000,0
77.259,11.63,112500,1
64.371,12.07,175000,1
57.004,10.71,45000,0
57.992,11.83,137500,1
73.365,12.07,175000,1
85.597,12.43,250000,1
47.422,12.07,175000,1
54.216,11.63,112500,1
48.416,10.13,25000,0
90.25,10.92,55000,0
84.855,10.13,25000,0
60.657,13.35,625000,1
61.894,11.83,137500,1
66.443,12.07,175000,1
65.637,10.71,45000,0
64.504,11.08,65000,0
73.984,10.92,55000,0
58.849,9.62,15000,0
58.578,12.43,250000,1
78.686,10.13,25000,0
46.225,11.35,85000,0
56.797,11.46,95000,0
64.796,12.43,250000,1
68.967,12.07,175000,1
59.969,11.35,85000,0
53.486,11.46,95000,0
60.17,11.83,137500,1
75.784,10.46,35000,0
55.493,10.46,35000,0
58.605,11.08,65000,0
75.402,10.92,55000,0
74.035,10.46,35000,0
66.639,11.63,112500,1
68.439,11.08,65000,0
53.486,10.46,35000,0
69.006,9.62,15000,0
50,11.83,137500,1
88.003,11.23,75000,0
55.805,11.63,112500,1
50,10.46,35000,0
47.152,11.23,75000,0
60.231,11.23,75000,0
67.764,10.92,55000,0
52.156,10.46,35000,0
64.926,12.43,250000,1
61.709,11.23,75000,0
61.392,11.23,75000,0
73.642,11.35,85000,0
50.654,11.23,75000,0
55.111,11.63,112500,1
63.434,11.23,75000,0
36.303,10.46,35000,0
66.754,10.46,35000,0
56.828,12.43,250000,1
57.956,10.46,35000,0
65.091,11.63,112500,1
57.411,10.71,45000,0
59.116,11.46,95000,0
48.531,11.35,85000,0
57.045,10.46,35000,0
86.399,10.13,25000,0
60.269,11.63,112500,1
83.257,10.46,35000,0
57.707,11.63,112500,1
36.303,10.13,25000,0
67.931,13.35,625000,1
77.618,11.63,112500,1
82.922,11.08,65000,0
77.831,11.23,75000,0
59.82,11.63,112500,1
58.166,11.83,137500,1
67.108,10.46,35000,0
84.258,11.83,137500,1
65.157,12.43,250000,1
41.463,10.46,35000,0
49.607,11.63,112500,1
66.079,12.07,175000,1
65.637,11.63,112500,1
73.187,10.13,25000,0
61.777,12.07,175000,1
55.424,10.13,25000,0
61.413,11.46,95000,0
64.617,10.46,35000,0
51.793,12.43,250000,1
47.656,11.63,112500,1
55.621,10.46,35000,0
74.825,11.63,112500,1
74.479,10.46,35000,0
56.073,11.35,85000,0
69.006,11.46,95000,0
74.091,11.63,112500,1
55.578,10.92,55000,0
82.564,10.13,25000,0
58.793,11.23,75000,0
61.199,11.46,95000,0
54.014,11.46,95000,0
88.21,10.71,45000,0
63.131,10.71,45000,0
66.857,12.07,175000,1
40.157,10.13,25000,0
44.797,11.83,137500,1
37.984,12.07,175000,1
51.626,9.62,15000,0
61.547,9.62,15000,0
71.403,10.46,35000,0
63.237,11.23,75000,0
58.465,11.35,85000,0
64.211,11.08,65000,0
59.384,10.46,35000,0
56.357,11.35,85000,0
72.38,12.07,175000,1
58.51,11.46,95000,0
60.875,11.23,75000,0
56.573,10.13,25000,0
32.19,10.92,55000,0
52.988,11.46,95000,0
62.455,11.63,112500,1
63.131,11.23,75000,0
66.079,11.83,137500,1
56.895,10.92,55000,0
53.094,12.07,175000,1
55.349,11.23,75000,0
61.807,11.35,85000,0
62.697,11.35,85000,0
62.259,9.62,15000,0
62.455,11.63,112500,1
60.529,11.23,75000,0
73.745,11.83,137500,1
61,11.35,85000,0
67.764,11.63,112500,1
52.597,12.9,4.00E+05,1
61.652,9.62,15000,0
81.159,11.35,85000,0
67.598,10.92,55000,0
67.147,11.23,75000,0
64.083,12.07,175000,1
56.197,10.71,45000,0
75.899,12.43,250000,1
52.691,12.43,250000,1
72.38,12.9,4.00E+05,1
60.392,12.07,175000,1
64.894,11.63,112500,1
74.825,12.43,250000,1
59.442,10.71,45000,0
57.93,11.23,75000,0
49.941,11.83,137500,1
77.448,10.46,35000,0
54.651,11.08,65000,0
84.079,10.46,35000,0
83.711,11.35,85000,0
44.983,11.23,75000,0
77.533,11.63,112500,1
82.922,10.71,45000,0
63.853,10.46,35000,0
56.765,11.08,65000,0
63.063,12.07,175000,1
70.139,11.63,112500,1
64.006,11.35,85000,0
65.056,10.46,35000,0
65.52,11.35,85000,0
62.259,10.92,55000,0
65.637,10.71,45000,0
69.257,11.83,137500,1
73.274,13.35,625000,1
74.256,13.35,625000,1
63.655,11.46,95000,0
59.019,11.63,112500,1
44.43,11.63,112500,1
60.838,11.23,75000,0
70.105,11.46,95000,0
60.392,10.92,55000,0
56.797,11.83,137500,1
49.269,11.83,137500,1
51.793,10.71,45000,0
53.555,11.35,85000,0
56.765,12.07,175000,1
58.166,11.23,75000,0
56.927,11.63,112500,1
59.145,10.71,45000,0
74,12.07,175000,1
58.636,11.63,112500,1
66.117,10.71,45000,0
58.545,11.83,137500,1
51.42,12.07,175000,1
67.688,10.71,45000,0
69.295,11.23,75000,0
70.526,11.08,65000,0
50.654,9.62,15000,0
57.818,10.71,45000,0
65.091,10.13,25000,0
65.404,12.43,250000,1
62.766,11.23,75000,0
67.342,11.35,85000,0
99.501,11.63,112500,1
54.847,9.62,15000,0
70.218,11.63,112500,1
56.103,11.23,75000,0
91.514,10.92,55000,0
57.045,11.83,137500,1
58.367,11.08,65000,0
49.269,11.46,95000,0
80.385,10.92,55000,0
61.493,11.35,85000,0
47,11.35,85000,0
60.529,9.62,15000,0
59.764,10.46,35000,0
56.481,11.63,112500,1
52.269,10.71,45000,0
64.683,10.71,45000,0
67.598,11.46,95000,0
71.838,9.62,15000,0
53.848,11.63,112500,1
53.401,11.23,75000,0
54.571,12.9,4.00E+05,1
56.674,11.63,112500,1
60.138,11.35,85000,0
67.005,12.43,250000,1
61.923,11.35,85000,0
92.822,12.07,175000,1
61.675,11.63,112500,1
68.967,12.07,175000,1
51.686,10.71,45000,0
66.929,11.23,75000,0
57.502,10.71,45000,0
59.178,11.63,112500,1
64.083,11.63,112500,1
62.481,10.46,35000,0
60.069,11.23,75000,0
83.257,12.07,175000,1
47.351,11.63,112500,1
57.788,12.43,250000,1
57.353,10.46,35000,0
77.378,12.43,250000,1
64.083,10.92,55000,0
45.118,11.46,95000,0
79.905,11.08,65000,0
68.078,11.63,112500,1
72.208,10.92,55000,0
60.138,12.43,250000,1
78.255,11.08,65000,0
49.269,10.71,45000,0
64.006,12.43,250000,1
44.43,11.35,85000,0
52.059,10.13,25000,0
65.404,11.83,137500,1
75.305,11.83,137500,1
67.688,11.46,95000,0
62.059,11.63,112500,1
64.683,10.13,25000,0
77.134,10.92,55000,0
67.569,12.07,175000,1
65.023,11.46,95000,0
66.409,11.46,95000,0
69.555,10.46,35000,0
51.512,11.08,65000,0
59,10.46,35000,0
74.825,10.13,25000,0
71.706,10.13,25000,0
52.015,11.08,65000,0
83.59,10.92,55000,0
55.578,12.07,175000,1
55.237,12.07,175000,1
66.229,10.71,45000,0
69.656,10.46,35000,0
84.991,11.35,85000,0
68.895,10.92,55000,0
65.023,11.35,85000,0
71.153,10.46,35000,0
62.455,11.23,75000,0
64.769,11.46,95000,0
50.654,11.08,65000,0
54.302,10.71,45000,0
57.453,12.43,250000,1
62.006,10.13,25000,0
73.417,10.92,55000,0
57.93,11.08,65000,0
67.147,11.23,75000,0
63.734,13.35,625000,1
46.54,12.07,175000,1
54.61,12.9,4.00E+05,1
73.692,12.07,175000,1
67.484,11.63,112500,1
66.502,11.63,112500,1
50.176,12.07,175000,1
54.763,10.71,45000,0
55.842,11.83,137500,1
64.981,12.43,250000,1
69.768,12.9,4.00E+05,1
21.91,11.23,75000,0
72.38,11.23,75000,0
53.054,11.83,137500,1
57.763,9.62,15000,0
63.734,11.08,65000,0
77,11.23,75000,0
79.362,10.92,55000,0
55.529,11.35,85000,0
57.763,12.07,175000,1
71.64,11.83,137500,1
55.949,11.23,75000,0
71.061,11.08,65000,0
67.724,10.71,45000,0
84.855,10.13,25000,0
56.927,10.13,25000,0
58.761,10.92,55000,0
69.93,10.13,25000,0
80.761,10.46,35000,0
86.046,11.63,112500,1
41.463,11.35,85000,0
92.822,11.08,65000,0
61.469,11.23,75000,0
70.256,12.9,4.00E+05,1
59.472,10.13,25000,0
75.402,11.63,112500,1
60.586,10.13,25000,0
58.343,11.08,65000,0
86.219,10.71,45000,0
60.622,10.13,25000,0
70.939,11.63,112500,1
70.417,12.43,250000,1
75.46,9.62,15000,0
58.465,11.23,75000,0
57.565,11.83,137500,1
71.061,11.83,137500,1
51.512,11.83,137500,1
59.178,11.83,137500,1
71.232,12.43,250000,1
80.179,11.08,65000,0
23.613,11.83,137500,1
72.512,10.71,45000,0
59.409,12.43,250000,1
53.945,11.23,75000,0
68.656,11.23,75000,0
50.044,11.83,137500,1
68.516,10.13,25000,0
68,11.83,137500,1
53.731,11.23,75000,0
61,11.46,95000,0
58.323,12.43,250000,1
63.336,11.63,112500,1
65.404,10.13,25000,0
55.145,9.62,15000,0
63.655,10.71,45000,0
36.303,11.46,95000,0
63.36,9.62,15000,0
53.401,10.71,45000,0
63.875,12.43,250000,1
98.183,11.35,85000,0
61.338,11.08,65000,0
59.495,9.62,15000,0
65.342,10.13,25000,0
66.54,11.83,137500,1
54.801,12.9,4.00E+05,1
55.069,10.92,55000,0
71.925,10.92,55000,0
93.9,11.46,95000,0
69.212,10.13,25000,0
67.038,11.46,95000,0
80.761,11.08,65000,0
65.739,11.63,112500,1
74.617,11.23,75000,0
49.941,12.07,175000,1
52.414,12.9,4.00E+05,1
58.819,12.07,175000,1
78.615,12.07,175000,1
46.324,10.71,45000,0
50,10.71,45000,0
74.617,11.83,137500,1
52,12.9,4.00E+05,1
78.615,11.63,112500,1
56.008,10.71,45000,0
44.253,10.46,35000,0
62.2,12.43,250000,1
53.054,10.92,55000,0
71.232,12.07,175000,1
65.189,12.07,175000,1
83.135,13.35,625000,1
49.12,11.46,95000,0
35.941,9.62,15000,0
64.4,10.92,55000,0
50.918,11.46,95000,0
64.617,9.62,15000,0
83.02,10.71,45000,0
65.838,12.43,250000,1
63.708,10.92,55000,0
57.818,11.23,75000,0
19.191,11.83,137500,1
51.364,10.71,45000,0
68.005,10.92,55000,0
49.607,12.43,250000,1
66.158,11.63,112500,1
63.021,12.9,4.00E+05,1
60.838,11.35,85000,0
70.105,11.23,75000,0
54.071,11.83,137500,1
56.543,10.13,25000,0
56.927,11.63,112500,1
79.293,10.92,55000,0
68.172,12.43,250000,1
59.507,11.08,65000,0
57.081,11.35,85000,0
57.453,10.46,35000,0
57.323,11.63,112500,1
62.09,10.71,45000,0
79.5,12.07,175000,1
65.317,10.71,45000,0
58.494,11.63,112500,1
62.978,10.13,25000,0
74.927,11.08,65000,0
72.208,10.46,35000,0
54.071,11.08,65000,0
44.06,10.92,55000,0
71.153,9.62,15000,0
68.005,10.13,25000,0
56.008,11.23,75000,0
64.769,11.08,65000,0
76.044,11.63,112500,1
69.844,12.43,250000,1
66.349,10.92,55000,0
60.231,10.46,35000,0
68.967,11.63,112500,1
53.136,10.71,45000,0
41.745,11.83,137500,1
78.385,12.07,175000,1
53.807,11.83,137500,1
57.249,11.35,85000,0
19.191,11.83,137500,1
61.807,11.08,65000,0
55.493,10.13,25000,0
38.242,10.13,25000,0
66.894,11.63,112500,1
60.781,10.46,35000,0
65.808,12.07,175000,1
64.769,10.46,35000,0
91.956,13.35,625000,1
58.819,11.35,85000,0
64.191,10.71,45000,0
56.957,12.07,175000,1
53.443,10.13,25000,0
57.411,11.23,75000,0
94.486,10.92,55000,0
75.624,11.63,112500,1
61.32,10.71,45000,0
71.559,10.92,55000,0
59.563,12.43,250000,1
73.05,11.08,65000,0
25.042,11.23,75000,0
50,11.08,65000,0
66.639,13.35,625000,1
88.436,10.13,25000,0
38.856,11.83,137500,1
72.157,9.62,15000,0
60.419,11.83,137500,1
67.211,11.23,75000,0
89.539,10.46,35000,0
43.777,11.23,75000,0
97.073,12.43,250000,1
58.944,11.08,65000,0
63,12.43,250000,1
56.927,12.07,175000,1
69.145,11.23,75000,0
35.407,10.92,55000,0
65,10.46,35000,0
64.4,11.83,137500,1
64.485,10.46,35000,0
72.157,11.63,112500,1
56.828,11.63,112500,1
53.352,12.07,175000,1
77,10.71,45000,0
65.983,11.46,95000,0
76.342,10.46,35000,0
73.642,11.63,112500,1
58.819,11.23,75000,0
53.401,11.83,137500,1
39.628,10.46,35000,0
65.668,11.83,137500,1
41.167,10.92,55000,0
77.686,11.35,85000,0
60.906,10.46,35000,0
61.833,11.83,137500,1
53.486,11.35,85000,0
63.096,11.35,85000,0
60.269,12.07,175000,1
63.875,9.62,15000,0
50.426,10.92,55000,0
61.148,10.92,55000,0
57.249,11.63,112500,1
69.656,9.62,15000,0
62.642,11.35,85000,0
54.651,11.63,112500,1
58.578,11.83,137500,1
63.545,12.9,4.00E+05,1
82.799,12.07,175000,1
68.331,11.23,75000,0
72.848,10.46,35000,0
67.179,10.92,55000,0
58.605,10.13,25000,0
47.489,10.46,35000,0
64.828,10.46,35000,0
56.573,11.08,65000,0
54.127,10.71,45000,0
60.529,12.43,250000,1
62.2,10.92,55000,0
91.956,10.46,35000,0
56.103,10.13,25000,0
67.931,10.46,35000,0
50,11.83,137500,1
59.846,12.07,175000,1
80.965,11.83,137500,1
58.761,10.92,55000,0
63.734,11.35,85000,0
52,11.63,112500,1
59.82,11.23,75000,0
84.416,10.46,35000,0
77.831,11.46,95000,0
61.32,11.63,112500,1
74.204,12.07,175000,1
71.838,12.07,175000,1
59.533,9.62,15000,0
74.52,10.92,55000,0
65.838,11.46,95000,0
40.717,10.71,45000,0
70.681,11.83,137500,1
71.747,11.23,75000,0
68.005,12.07,175000,1
60.752,10.71,45000,0
56.828,11.63,112500,1
43.267,12.07,175000,1
66.573,10.71,45000,0
80.474,10.46,35000,0
43.456,10.46,35000,0
55.424,11.46,95000,0
61.287,9.62,15000,0
60.972,11.46,95000,0
65,12.9,4.00E+05,1
71.51,11.46,95000,0
47.656,10.13,25000,0
69.212,10.92,55000,0
56.543,10.13,25000,0
66.606,11.46,95000,0
58.396,11.63,112500,1
45.238,12.43,250000,1
78.072,11.83,137500,1
82.256,10.92,55000,0
66.005,11.35,85000,0
76.469,11.46,95000,0
61.675,11.35,85000,0
62.524,10.13,25000,0
58.343,11.63,112500,1
71,12.43,250000,1
63.021,11.35,85000,0
55.805,12.43,250000,1
51.793,10.46,35000,0
59.846,11.63,112500,1
57.677,9.62,15000,0
77.831,11.63,112500,1
57.93,11.63,112500,1
69.555,11.83,137500,1
46.711,10.46,35000,0
52.988,11.46,95000,0
61.652,11.23,75000,0
64.981,12.43,250000,1
64.796,10.46,35000,0
72.794,12.43,250000,1
63.79,10.71,45000,0
68.967,9.62,15000,0
77.378,9.62,15000,0
48.928,11.08,65000,0
69.617,12.43,250000,1
64.952,11.63,112500,1
58.367,11.63,112500,1
62.862,10.46,35000,0
63.434,12.07,175000,1
69.176,12.07,175000,1
61.833,11.46,95000,0
75.784,11.35,85000,0
67.539,10.13,25000,0
65.581,10.13,25000,0
43.963,10.46,35000,0
53.681,11.08,65000,0
72.598,11.35,85000,0
69.041,11.08,65000,0
55.17,12.07,175000,1
55.391,10.71,45000,0
55.529,9.62,15000,0
69.041,12.07,175000,1
19.191,11.46,95000,0
71.925,11.83,137500,1
56.573,12.07,175000,1
47.489,11.83,137500,1
69.176,11.83,137500,1
71.456,10.92,55000,0
64.485,11.46,95000,0
75.899,12.07,175000,1
66.54,10.71,45000,0
87.013,12.07,175000,1
47.351,10.92,55000,0
46.711,10.92,55000,0
47.997,10.71,45000,0
77.618,10.71,45000,0
54.687,10.92,55000,0
61.513,10.92,55000,0
65.838,12.07,175000,1
71.011,11.83,137500,1
60.657,12.07,175000,1
71.838,11.08,65000,0
73.187,11.23,75000,0
69.488,9.62,15000,0
91.956,12.43,250000,1
55.271,11.08,65000,0
68.552,11.63,112500,1
48.416,12.07,175000,1
47.997,11.35,85000,0
64.242,11.08,65000,0
54.417,10.71,45000,0
79.759,11.83,137500,1
54.61,11.35,85000,0
54.763,11.35,85000,0
67.37,11.08,65000,0
86.219,11.35,85000,0
65.983,12.07,175000,1
70.059,12.43,250000,1
75.577,11.23,75000,0
28.17,11.63,112500,1
61.413,11.46,95000,0
68.254,10.46,35000,0
46.618,10.71,45000,0
75.086,11.83,137500,1
72.695,10.71,45000,0
65.55,11.23,75000,0
66.709,11.23,75000,0
61.261,12.07,175000,1
47.997,11.83,137500,1
88.003,11.23,75000,0
59.794,11.63,112500,1
40.717,12.07,175000,1
70.332,11.23,75000,0
65.952,11.83,137500,1
71.011,10.71,45000,0
64.588,12.07,175000,1
60.392,11.63,112500,1
47.558,11.08,65000,0
62.911,11.23,75000,0
61.441,11.08,65000,0
73.692,10.71,45000,0
51.073,11.83,137500,1
79.674,12.9,4.00E+05,1
21.91,11.35,85000,0
75.402,11.35,85000,0
68.619,11.35,85000,0
67.147,11.63,112500,1
63.627,10.92,55000,0
64.083,11.83,137500,1
64.211,11.83,137500,1
78.98,10.13,25000,0
74.762,10.46,35000,0
68.254,11.35,85000,0
64.796,11.46,95000,0
50.692,10.71,45000,0
73.417,10.92,55000,0
75.724,10.92,55000,0
62.17,12.07,175000,1
46.967,11.35,85000,0
73.783,10.13,25000,0
76.404,10.71,45000,0
53.848,11.08,65000,0
64.191,10.71,45000,0
59.589,10.92,55000,0
73.835,10.92,55000,0
26.73,10.13,25000,0
56.257,11.63,112500,1
48.761,10.13,25000,0
59.442,11.63,112500,1
35.407,10.71,45000,0
61,10.71,45000,0
73.933,10.46,35000,0
55,10.71,45000,0
64.828,10.71,45000,0
39.226,11.23,75000,0
47.263,11.63,112500,1
60.938,11.63,112500,1
48.531,11.83,137500,1
88.21,11.83,137500,1
52.499,11.08,65000,0
64.31,10.71,45000,0
60.972,10.92,55000,0
65.808,11.63,112500,1
38.528,11.46,95000,0
78.98,11.83,137500,1
76.091,11.23,75000,0
63.655,10.46,35000,0
63.021,11.83,137500,1
53.256,12.07,175000,1
69.257,11.08,65000,0
49.607,11.08,65000,0
68.585,12.07,175000,1
66.321,12.43,250000,1
64.046,11.63,112500,1
56.543,12.07,175000,1
71.153,11.63,112500,1
72.558,11.83,137500,1
60.938,11.35,85000,0
69.257,10.46,35000,0
88.436,12.9,4.00E+05,1
53.807,9.62,15000,0
67.724,11.35,85000,0
46.618,10.71,45000,0
66.958,10.92,55000,0
56.481,11.46,95000,0
31.148,9.62,15000,0
48.857,12.43,250000,1
58.219,10.13,25000,0
78.758,11.35,85000,0
72.794,12.07,175000,1
56.226,10.92,55000,0
54.61,12.9,4.00E+05,1
56.927,12.43,250000,1
78.534,11.35,85000,0
69.555,12.43,250000,1
72.069,11.08,65000,0
55.578,11.46,95000,0
64.738,12.07,175000,1
69.403,9.62,15000,0
61.365,12.07,175000,1
60.367,10.13,25000,0
68.404,12.07,175000,1
80.68,9.62,15000,0
72.013,10.46,35000,0
66.929,11.63,112500,1
